,bottleID,cruise,yyyymmdd,V1V2data,V4data
53,1033901112,AE1718,20170914,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
54,1033901113,AE1718,20170914,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
55,1033901114,AE1718,20170914,,
56,1033901115,AE1718,20170914,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
57,1033901116,AE1718,20170914,,
58,1033901117,AE1718,20170914,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
59,1033901118,AE1718,20170914,,
60,1033901119,AE1718,20170914,,
61,1033901120,AE1718,20170914,V1V2_dada2_read_info_03052026.xlsx,
62,1033901121,AE1718,20170914,V1V2_dada2_read_info_03052026.xlsx,
63,1033901122,AE1718,20170914,V1V2_dada2_read_info_03052026.xlsx,
64,1033901123,AE1718,20170914,V1V2_dada2_read_info_03052026.xlsx,
65,1033901124,AE1718,20170914,,
66,1034401309,AE1805,20180212,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
67,1034401310,AE1805,20180212,,
68,1034401311,AE1805,20180212,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
69,1034401312,AE1805,20180212,,
70,1034401313,AE1805,20180212,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
71,1034401314,AE1805,20180212,,
72,1034401315,AE1805,20180212,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
73,1034401316,AE1805,20180212,,
74,1034401317,AE1805,20180212,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
75,1034401318,AE1805,20180212,,
76,1034401319,AE1805,20180212,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
77,1034401320,AE1805,20180212,,
78,1034401321,AE1805,20180212,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
79,1034401322,AE1805,20180212,,
80,1034401323,AE1805,20180212,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
81,1034401324,AE1805,20180212,,
82,1034500201,AE1807,20180314,,
83,1034500202,AE1807,20180314,,
84,1034500203,AE1807,20180314,,
85,1034500204,AE1807,20180314,,
86,1034500205,AE1807,20180314,,
87,1034500206,AE1807,20180314,,
88,1034500207,AE1807,20180314,,
89,1034500208,AE1807,20180314,,
90,1034500209,AE1807,20180314,,
91,1034500210,AE1807,20180314,,
92,1034500211,AE1807,20180314,,
93,1034500212,AE1807,20180314,,
94,1034500213,AE1807,20180314,,
95,1034500214,AE1807,20180314,,
96,1034500215,AE1807,20180314,,
97,1034500216,AE1807,20180314,,
98,1034500217,AE1807,20180314,,
99,1034500218,AE1807,20180314,,
100,1034500219,AE1807,20180314,,
101,1034500220,AE1807,20180314,,
102,1034500221,AE1807,20180314,,
103,1034500222,AE1807,20180314,,
104,1034500223,AE1807,20180314,,
105,1034500224,AE1807,20180314,,
106,1034500401,AE1807,20180315,,
107,1034500402,AE1807,20180315,,
108,1034500403,AE1807,20180315,,
109,1034500404,AE1807,20180315,,
110,1034500405,AE1807,20180315,,
111,1034500406,AE1807,20180315,,
112,1034500407,AE1807,20180315,,
113,1034500408,AE1807,20180315,,
114,1034500409,AE1807,20180315,,
115,1034500410,AE1807,20180315,,
116,1034500411,AE1807,20180315,,
117,1034500412,AE1807,20180315,,
118,1034500413,AE1807,20180315,,
119,1034500414,AE1807,20180315,,
120,1034500415,AE1807,20180315,,
121,1034500416,AE1807,20180315,,
122,1034500501,AE1807,20180315,,
123,1034500502,AE1807,20180315,,
124,1034500503,AE1807,20180315,,
125,1034500504,AE1807,20180315,,
126,1034500505,AE1807,20180315,,
127,1034500506,AE1807,20180315,,
128,1034500507,AE1807,20180315,,
129,1034500508,AE1807,20180315,,
130,1034500509,AE1807,20180315,,
131,1034500510,AE1807,20180315,,
132,1034500511,AE1807,20180315,,
133,1034500512,AE1807,20180315,,
134,1034500513,AE1807,20180315,,
135,1034500514,AE1807,20180315,,
136,1034500515,AE1807,20180315,,
137,1034500516,AE1807,20180315,,
138,1034500517,AE1807,20180315,,
139,1034500518,AE1807,20180315,,
140,1034500519,AE1807,20180315,,
141,1034500520,AE1807,20180315,,
142,1034500521,AE1807,20180315,,
143,1034500522,AE1807,20180315,,
144,1034500523,AE1807,20180315,,
145,1034500524,AE1807,20180315,,
146,1034600101,AE1810,20180412,,
147,1034600102,AE1810,20180412,,
148,1034600103,AE1810,20180412,,
149,1034600104,AE1810,20180412,,
150,1034600105,AE1810,20180412,,
151,1034600106,AE1810,20180412,,
152,1034600107,AE1810,20180412,,
153,1034600108,AE1810,20180412,,
154,1034600109,AE1810,20180412,,
155,1034600110,AE1810,20180412,,
156,1034600111,AE1810,20180412,,
157,1034600112,AE1810,20180412,,
158,1034600113,AE1810,20180412,,
159,1034600114,AE1810,20180412,,
160,1034600115,AE1810,20180412,,
161,1034600116,AE1810,20180412,,
162,1034600117,AE1810,20180412,,
163,1034600118,AE1810,20180412,,
164,1034600119,AE1810,20180412,,
165,1034600120,AE1810,20180412,,
166,1034600121,AE1810,20180412,,
167,1034600122,AE1810,20180412,,
168,1034600123,AE1810,20180412,,
169,1034600124,AE1810,20180412,,
170,1034600301,AE1810,20180413,,
171,1034600302,AE1810,20180413,,
172,1034600303,AE1810,20180413,,
173,1034600304,AE1810,20180413,,
174,1034600305,AE1810,20180413,,
175,1034600306,AE1810,20180413,,
176,1034600307,AE1810,20180413,,
177,1034600308,AE1810,20180413,,
178,1034600309,AE1810,20180413,,
179,1034600310,AE1810,20180413,,
180,1034600311,AE1810,20180413,,
181,1034600312,AE1810,20180413,,
182,1034600313,AE1810,20180413,,
183,1034600314,AE1810,20180413,,
184,1034600315,AE1810,20180413,,
185,1034600316,AE1810,20180413,,
186,1034600317,AE1810,20180413,,
187,1034600318,AE1810,20180413,,
188,1034600319,AE1810,20180413,,
189,1034600320,AE1810,20180413,,
190,1034600321,AE1810,20180413,,
191,1034600322,AE1810,20180413,,
192,1034600323,AE1810,20180413,,
193,1034600324,AE1810,20180413,,
194,1034600501,AE1810,20180414,,
195,1034600502,AE1810,20180414,,
196,1034600503,AE1810,20180414,,
197,1034600504,AE1810,20180414,,
198,1034600505,AE1810,20180414,,
199,1034600506,AE1810,20180414,,
200,1034600507,AE1810,20180414,,
201,1034600508,AE1810,20180414,,
202,1034600509,AE1810,20180414,,
203,1034600510,AE1810,20180414,,
204,1034600511,AE1810,20180414,,
205,1034600512,AE1810,20180414,,
206,1034600513,AE1810,20180414,,
207,1034600514,AE1810,20180414,,
208,1034600515,AE1810,20180414,,
209,1034600516,AE1810,20180414,,
210,1034600601,AE1810,20180414,,
211,1034600602,AE1810,20180414,,
212,1034600603,AE1810,20180414,,
213,1034600604,AE1810,20180414,,
214,1034600605,AE1810,20180414,,
215,1034600606,AE1810,20180414,,
216,1034600607,AE1810,20180414,,
217,1034600608,AE1810,20180414,,
218,1034600609,AE1810,20180414,,
219,1034600610,AE1810,20180414,,
220,1034600611,AE1810,20180414,,
221,1034600612,AE1810,20180414,,
222,1034600613,AE1810,20180414,,
223,1034600614,AE1810,20180414,,
224,1034600615,AE1810,20180414,,
225,1034600616,AE1810,20180414,,
226,1034600617,AE1810,20180414,,
227,1034600618,AE1810,20180414,,
228,1034600619,AE1810,20180414,,
229,1034600620,AE1810,20180414,,
230,1034600621,AE1810,20180414,,
231,1034600622,AE1810,20180414,,
232,1034600623,AE1810,20180414,,
233,1034600624,AE1810,20180414,,
234,1034600701,AE1810,20180414,,
235,1034600702,AE1810,20180414,,
236,1034600703,AE1810,20180414,,
237,1034600704,AE1810,20180414,,
238,1034600705,AE1810,20180414,,
239,1034600706,AE1810,20180414,,
240,1034600707,AE1810,20180414,,
241,1034600708,AE1810,20180414,,
242,1034600709,AE1810,20180414,,
243,1034600710,AE1810,-999,,
244,1034600711,AE1810,-999,,
245,1034600712,AE1810,-999,,
246,1034600713,AE1810,-999,,
247,1034600714,AE1810,-999,,
248,1034600715,AE1810,-999,,
249,1034600716,AE1810,-999,,
250,1034600717,AE1810,-999,,
251,1034600718,AE1810,-999,,
252,1034600719,AE1810,-999,,
253,1034600720,AE1810,-999,,
254,1034600721,AE1810,-999,,
255,1034600722,AE1810,-999,,
256,1034600723,AE1810,-999,,
257,1034600724,AE1810,-999,,
258,1034601201,AE1810,20180416,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
259,1034601202,AE1810,20180416,,
260,1034601203,AE1810,20180416,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
261,1034601204,AE1810,20180416,,
262,1034601205,AE1810,20180416,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
263,1034601206,AE1810,20180416,,
264,1034601207,AE1810,20180416,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
265,1034601208,AE1810,20180416,,
266,1034601209,AE1810,20180416,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
267,1034601210,AE1810,20180416,,
268,1034601211,AE1810,20180416,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
269,1034601212,AE1810,20180416,,
270,1034601213,AE1810,20180416,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
271,1034601214,AE1810,20180416,,
272,1034601215,AE1810,20180416,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
273,1034601216,AE1810,20180416,,
274,1034601217,AE1810,20180416,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
275,1034601218,AE1810,20180416,,
276,1034601219,AE1810,20180416,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
277,1034601220,AE1810,20180416,,
278,1034601221,AE1810,20180416,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
279,1034601222,AE1810,20180416,,
280,1034601223,AE1810,20180416,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
281,1034601224,AE1810,20180416,,
282,1034700801,AE1814,20180523,,
283,1034700802,AE1814,20180523,,
284,1034700803,AE1814,20180523,,
285,1034700804,AE1814,20180523,,
286,1034700805,AE1814,20180523,,
287,1034700806,AE1814,20180523,,
288,1034700807,AE1814,20180523,,
289,1034700808,AE1814,20180523,,
290,1034700809,AE1814,20180523,,
291,1034700810,AE1814,20180523,,
292,1034700811,AE1814,20180523,,
293,1034700812,AE1814,20180523,,
294,1034700813,AE1814,20180523,,
295,1034700814,AE1814,20180523,,
296,1034700815,AE1814,20180523,,
297,1034700901,AE1814,20180523,,
298,1034700902,AE1814,20180523,,
299,1034700903,AE1814,20180523,,
300,1034700904,AE1814,20180523,,
301,1034700905,AE1814,20180523,,
302,1034700906,AE1814,20180523,,
303,1034700907,AE1814,20180523,,
304,1034700908,AE1814,20180523,,
305,1034700909,AE1814,20180523,,
306,1034700910,AE1814,20180523,,
307,1034700911,AE1814,20180523,,
308,1034700912,AE1814,20180523,,
309,1034700913,AE1814,20180523,,
310,1034700914,AE1814,20180523,,
311,1034700915,AE1814,20180523,,
312,1034700916,AE1814,20180523,,
313,1034700917,AE1814,20180523,,
314,1034700918,AE1814,20180523,,
315,1034700919,AE1814,20180523,,
316,1034700920,AE1814,20180523,,
317,1034700921,AE1814,20180523,,
318,1034700922,AE1814,20180523,,
319,1034700923,AE1814,20180523,,
320,1034700924,AE1814,20180523,,
321,1034701001,AE1814,20180524,,
322,1034701002,AE1814,20180524,,
323,1034701003,AE1814,20180524,,
324,1034701004,AE1814,20180524,,
325,1034701005,AE1814,20180524,,
326,1034701006,AE1814,20180524,,
327,1034701007,AE1814,20180524,,
328,1034701008,AE1814,20180524,,
329,1034701009,AE1814,20180524,,
330,1034701010,AE1814,20180524,,
331,1034701011,AE1814,20180524,,
332,1034701012,AE1814,20180524,,
333,1034701013,AE1814,20180524,,
334,1034701014,AE1814,20180524,,
335,1034701015,AE1814,20180524,,
336,1034701016,AE1814,20180524,,
337,1034701201,AE1814,20180524,,
338,1034701202,AE1814,20180524,,
339,1034701203,AE1814,20180524,,
340,1034701204,AE1814,20180524,,
341,1034701205,AE1814,20180524,,
342,1034701206,AE1814,20180524,,
343,1034701207,AE1814,20180524,,
344,1034701208,AE1814,20180524,,
345,1034701209,AE1814,20180524,,
346,1034701210,AE1814,20180524,,
347,1034701211,AE1814,20180524,,
348,1034701212,AE1814,20180524,,
349,1034701213,AE1814,20180524,,
350,1034701214,AE1814,20180524,,
351,1034701215,AE1814,20180524,,
352,1034701216,AE1814,20180524,,
353,1034701217,AE1814,20180524,,
354,1034701218,AE1814,20180524,,
355,1034701219,AE1814,20180524,,
356,1034701220,AE1814,20180524,,
357,1034701221,AE1814,20180524,,
358,1034701222,AE1814,20180524,,
359,1034701223,AE1814,20180524,,
360,1034701224,AE1814,20180524,,
361,1034701301,AE1814,-999,,
362,1034701302,AE1814,-999,,
363,1034701303,AE1814,-999,,
364,1034701304,AE1814,-999,,
365,1034701305,AE1814,-999,,
366,1034701306,AE1814,-999,,
367,1034701307,AE1814,-999,,
368,1034701308,AE1814,-999,,
369,1034701309,AE1814,-999,,
370,1034701310,AE1814,-999,,
371,1034701311,AE1814,-999,,
372,1034701312,AE1814,-999,,
373,1034701313,AE1814,-999,,
374,1034701314,AE1814,-999,,
375,1034701315,AE1814,-999,,
376,1034701316,AE1814,20180524,,
377,1034701317,AE1814,20180524,,
378,1034701318,AE1814,20180524,,
379,1034701319,AE1814,20180524,,
380,1034701320,AE1814,20180524,,
381,1034701321,AE1814,20180524,,
382,1034701322,AE1814,20180524,,
383,1034701323,AE1814,20180524,,
384,1034701324,AE1814,20180524,,
385,1034701601,AE1814,20180525,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
386,1034701602,AE1814,20180525,,
387,1034701603,AE1814,20180525,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
388,1034701604,AE1814,20180525,,
389,1034701605,AE1814,20180525,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
390,1034701606,AE1814,20180525,,
391,1034701607,AE1814,20180525,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
392,1034701608,AE1814,20180525,,
393,1034701609,AE1814,20180525,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
394,1034701610,AE1814,20180525,,
395,1034701611,AE1814,20180525,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
396,1034701612,AE1814,20180525,,
397,1034701613,AE1814,20180525,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
398,1034701614,AE1814,20180525,,
399,1034701615,AE1814,20180525,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
400,1034701616,AE1814,20180525,,
401,1034701617,AE1814,20180525,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
402,1034701618,AE1814,20180525,,
403,1034701619,AE1814,20180525,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
404,1034701620,AE1814,20180525,,
405,1034701621,AE1814,20180525,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
406,1034701622,AE1814,20180525,,
407,1034701623,AE1814,20180525,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
408,1034701624,AE1814,20180525,,
409,1034800601,AE1817,20180612,,
410,1034800602,AE1817,20180612,,
411,1034800603,AE1817,20180612,,
412,1034800604,AE1817,20180612,,
413,1034800605,AE1817,20180612,,
414,1034800606,AE1817,20180612,,
415,1034800607,AE1817,20180612,,
416,1034800608,AE1817,20180612,,
417,1034800609,AE1817,20180612,,
418,1034800610,AE1817,20180612,,
419,1034800611,AE1817,20180612,,
420,1034800612,AE1817,20180612,,
421,1034800613,AE1817,20180612,,
422,1034800614,AE1817,20180612,,
423,1034800615,AE1817,20180612,,
424,1034800801,AE1817,20180613,,
425,1034800802,AE1817,20180613,,
426,1034800803,AE1817,20180613,,
427,1034800804,AE1817,20180613,,
428,1034800805,AE1817,20180613,,
429,1034800806,AE1817,20180613,,
430,1034800807,AE1817,20180613,,
431,1034800808,AE1817,20180613,,
432,1034800809,AE1817,20180613,,
433,1034800810,AE1817,20180613,,
434,1034800811,AE1817,20180613,,
435,1034800812,AE1817,20180613,,
436,1034800813,AE1817,20180613,,
437,1034800814,AE1817,20180613,,
438,1034800815,AE1817,20180613,,
439,1034800816,AE1817,20180613,,
440,1034800817,AE1817,20180613,,
441,1034800818,AE1817,20180613,,
442,1034800819,AE1817,20180613,,
443,1034800820,AE1817,20180613,,
444,1034800821,AE1817,20180613,,
445,1034800822,AE1817,20180613,,
446,1034800823,AE1817,20180613,,
447,1034800824,AE1817,20180613,,
448,1034800901,AE1817,20180614,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
449,1034800902,AE1817,20180614,,
450,1034800903,AE1817,20180614,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
451,1034800904,AE1817,20180614,,
452,1034800905,AE1817,20180614,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
453,1034800906,AE1817,20180614,,
454,1034800907,AE1817,20180614,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
455,1034800908,AE1817,20180614,,
456,1034800909,AE1817,20180614,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
457,1034800910,AE1817,20180614,,
458,1034800911,AE1817,20180614,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
459,1034800912,AE1817,20180614,,
460,1034800913,AE1817,20180614,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
461,1034800914,AE1817,20180614,,
462,1034800915,AE1817,20180614,,
463,1034800916,AE1817,20180614,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
464,1034800917,AE1817,20180614,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
465,1034800918,AE1817,20180614,,
466,1034800919,AE1817,20180614,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
467,1034800920,AE1817,20180614,,
468,1034800921,AE1817,20180614,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
469,1034800922,AE1817,20180614,,
470,1034800923,AE1817,20180614,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
471,1034800924,AE1817,20180614,,
472,1034801201,AE1817,20180615,,
473,1034801202,AE1817,20180615,,
474,1034801203,AE1817,20180615,,
475,1034801204,AE1817,20180615,,
476,1034801205,AE1817,20180615,,
477,1034801206,AE1817,20180615,,
478,1034801207,AE1817,20180615,,
479,1034801208,AE1817,20180615,,
480,1034801209,AE1817,20180615,,
481,1034801210,AE1817,20180615,,
482,1034801211,AE1817,20180615,,
483,1034801212,AE1817,20180615,,
484,1034801213,AE1817,20180615,,
485,1034801214,AE1817,20180615,,
486,1034801215,AE1817,20180615,,
487,1034801216,AE1817,20180615,,
488,1034801301,AE1817,20180615,,
489,1034801302,AE1817,20180615,,
490,1034801303,AE1817,20180615,,
491,1034801304,AE1817,20180615,,
492,1034801305,AE1817,20180615,,
493,1034801306,AE1817,20180615,,
494,1034801307,AE1817,20180615,,
495,1034801308,AE1817,20180615,,
496,1034801309,AE1817,20180615,,
497,1034801310,AE1817,20180615,,
498,1034801311,AE1817,20180615,,
499,1034801312,AE1817,20180615,,
500,1034801313,AE1817,20180615,,
501,1034801314,AE1817,20180615,,
502,1034801315,AE1817,20180615,,
503,1034801316,AE1817,20180615,,
504,1034801317,AE1817,20180615,,
505,1034801318,AE1817,20180615,,
506,1034801319,AE1817,20180615,,
507,1034801320,AE1817,20180615,,
508,1034801321,AE1817,20180615,,
509,1034801322,AE1817,20180615,,
510,1034801323,AE1817,20180615,,
511,1034801324,AE1817,20180615,,
512,1034801401,AE1817,20180615,,
513,1034801402,AE1817,20180615,,
514,1034801403,AE1817,20180615,,
515,1034801404,AE1817,20180615,,
516,1034801405,AE1817,20180615,,
517,1034801406,AE1817,20180615,,
518,1034801407,AE1817,20180615,,
519,1034801408,AE1817,20180615,,
520,1034801409,AE1817,20180615,,
521,1034801410,AE1817,20180615,,
522,1034801411,AE1817,20180615,,
523,1034801412,AE1817,20180615,,
524,1034801413,AE1817,20180615,,
525,1034801414,AE1817,20180615,,
526,1034801415,AE1817,20180615,,
527,1034801416,AE1817,20180615,,
528,1034801417,AE1817,20180615,,
529,1034801418,AE1817,20180615,,
530,1034801419,AE1817,20180615,,
531,1034801420,AE1817,20180615,,
532,1034801421,AE1817,20180615,,
533,1034801422,AE1817,20180615,,
534,1034801423,AE1817,20180615,,
535,1034801424,AE1817,20180615,,
536,1034900401,AE1820,20180718,,
537,1034900402,AE1820,20180718,,
538,1034900403,AE1820,20180718,,
539,1034900404,AE1820,20180718,,
540,1034900405,AE1820,20180718,,
541,1034900406,AE1820,20180718,,
542,1034900407,AE1820,20180718,,
543,1034900408,AE1820,20180718,,
544,1034900409,AE1820,20180718,,
545,1034900410,AE1820,20180718,,
546,1034900411,AE1820,20180718,,
547,1034900412,AE1820,20180718,,
548,1034900413,AE1820,20180718,,
549,1034900414,AE1820,20180718,,
550,1034900415,AE1820,20180718,,
551,1034900416,AE1820,20180718,,
552,1034900417,AE1820,20180718,,
553,1034900418,AE1820,20180718,,
554,1034900419,AE1820,20180718,,
555,1034900420,AE1820,20180718,,
556,1034900421,AE1820,20180718,,
557,1034900422,AE1820,20180718,,
558,1034900423,AE1820,20180718,,
559,1034900424,AE1820,20180718,,
560,1034901401,AE1820,20180720,,
561,1034901402,AE1820,20180720,,
562,1034901403,AE1820,20180720,,
563,1034901404,AE1820,20180720,,
564,1034901405,AE1820,20180720,,
565,1034901406,AE1820,20180720,,
566,1034901407,AE1820,20180720,,
567,1034901408,AE1820,20180720,,
568,1034901409,AE1820,20180720,,
569,1034901410,AE1820,20180720,,
570,1034901411,AE1820,20180720,,
571,1034901412,AE1820,20180720,,
572,1034901413,AE1820,20180720,,
573,1034901414,AE1820,20180720,,
574,1034901415,AE1820,20180720,,
575,1034901601,AE1820,20180721,,
576,1034901602,AE1820,20180721,,
577,1034901603,AE1820,20180721,,
578,1034901604,AE1820,20180721,,
579,1034901605,AE1820,20180721,,
580,1034901606,AE1820,20180721,,
581,1034901607,AE1820,20180721,,
582,1034901608,AE1820,20180721,,
583,1034901609,AE1820,20180721,,
584,1034901610,AE1820,20180721,,
585,1034901611,AE1820,20180721,,
586,1034901612,AE1820,20180721,,
587,1034901613,AE1820,20180721,,
588,1034901614,AE1820,20180721,,
589,1034901615,AE1820,20180721,,
590,1034901616,AE1820,20180721,,
591,1034901701,AE1820,20180721,,
592,1034901702,AE1820,20180721,,
593,1034901703,AE1820,20180721,,
594,1034901704,AE1820,20180721,,
595,1034901705,AE1820,20180721,,
596,1034901706,AE1820,20180721,,
597,1034901707,AE1820,20180721,,
598,1034901708,AE1820,20180721,,
599,1034901709,AE1820,20180721,,
600,1034901710,AE1820,20180721,,
601,1034901711,AE1820,20180721,,
602,1034901712,AE1820,20180721,,
603,1034901713,AE1820,20180721,,
604,1034901714,AE1820,20180721,,
605,1034901715,AE1820,20180721,,
606,1034901716,AE1820,20180721,,
607,1034901717,AE1820,20180721,,
608,1034901718,AE1820,20180721,,
609,1034901719,AE1820,20180721,,
610,1034901720,AE1820,20180721,,
611,1034901721,AE1820,20180721,,
612,1034901722,AE1820,20180721,,
613,1034901723,AE1820,20180721,,
614,1034901724,AE1820,20180721,,
615,1034901801,AE1820,20180721,,
616,1034901802,AE1820,20180721,,
617,1034901803,AE1820,20180721,,
618,1034901804,AE1820,20180721,,
619,1034901805,AE1820,20180721,,
620,1034901806,AE1820,20180721,,
621,1034901807,AE1820,20180721,,
622,1034901808,AE1820,20180721,,
623,1034901809,AE1820,20180721,,
624,1034901810,AE1820,-999,,
625,1034901811,AE1820,-999,,
626,1034901812,AE1820,-999,,
627,1034901813,AE1820,-999,,
628,1034901814,AE1820,-999,,
629,1034901815,AE1820,-999,,
630,1034901816,AE1820,-999,,
631,1034901817,AE1820,-999,,
632,1034901818,AE1820,-999,,
633,1034901819,AE1820,-999,,
634,1034901820,AE1820,-999,,
635,1034901821,AE1820,-999,,
636,9161401408,AE1614,20160711,,
637,9161401409,AE1614,20160711,V1V2_dada2_read_info_03052026.xlsx,
638,9161401501,AE1614,20160711,V1V2_dada2_read_info_03052026.xlsx,
639,9161401510,AE1614,20160711,,
640,9161401511,AE1614,20160711,V1V2_dada2_read_info_03052026.xlsx,
641,9161401512,AE1614,20160711,,
642,9161401513,AE1614,20160711,V1V2_dada2_read_info_03052026.xlsx,
643,9161401514,AE1614,20160711,,
644,1034902006,AE1820,20180722,,
645,1034902007,AE1820,20180722,V1V2_dada2_read_info_03052026.xlsx,V4_dada2_read_info_03052026.xlsx
646,1034902008,AE1820,20180722,,
